cod 	 tweetsemente 	 tweet 	 hashtag 	 seq-cx-alta 	 spcner_nome 	 spcner_local
202 	 Lockdown só é eficaz para aglomerar. Ainda não aprenderam com a redução de horário do comércio.  O ser político é um bicho que age sob pressão e na ânsia de dizer que está fazendo algo acaba errando - isto é, partindo do princípio que é bem intencionado. 	 @BolsonaroSP Um político bem intencionado não se posiciona contra TODAS as medidas eficazes contra o Covid enquanto temos mais de 250k mortos. Vocês usam cadáveres como palanque para falar as idiotices que nos tornam motivo de piada do nundo. QUE GOVERNO DE MERDAS. 	 0 	 1 	 0 	 1
203 	 Lockdown só é eficaz para aglomerar. Ainda não aprenderam com a redução de horário do comércio.  O ser político é um bicho que age sob pressão e na ânsia de dizer que está fazendo algo acaba errando - isto é, partindo do princípio que é bem intencionado. 	 @BolsonaroSP Tem que ter lockdown porque pessoas como você não fazem uso das medidas preventivas de contágio.  Outra coisa que pode acabar com o isolamento é a vacina, mas o governo do seu pai se recusou a ir atrás... 	 0 	 0 	 0 	 0
204 	 Lockdown só é eficaz para aglomerar. Ainda não aprenderam com a redução de horário do comércio.  O ser político é um bicho que age sob pressão e na ânsia de dizer que está fazendo algo acaba errando - isto é, partindo do princípio que é bem intencionado. 	 @BolsonaroSP Parece que ficou estabelecido que quanto mais maltratar a população, quanto maior a demonstração de tirania, melhor os resultados do covid.  Mas o que vimos é que os governadores que mais restringiram foram aqueles que causaram o maior número de mortes e mais desemprego. 	 0 	 0 	 0 	 0
205 	 Lockdown só é eficaz para aglomerar. Ainda não aprenderam com a redução de horário do comércio.  O ser político é um bicho que age sob pressão e na ânsia de dizer que está fazendo algo acaba errando - isto é, partindo do princípio que é bem intencionado. 	 @BolsonaroSP Ok! Cadê as vacinas? Cadê o plano pronto para a retomada da economia? Mostre-nos!!!  Ah, é! Nem você nem seu pai,  nem os ministros dele tem a menor idéia do que fazer. PROVE QUE ESTOU ERRADO!  MOSTRE O PLANO! Bora! Mostra! https://t.co/0PHJImLnhd 	 0 	 1 	 1 	 0
206 	 O Governo Federal:  Fez o maior programa de transferência de renda da história; Pagou testes, recursos para UTI's e respiradores; Providenciou a vacina que já está em término da fase 1... Mas para a esquerda e a extrema imprensa, Bolsonaro é "genocida". Bem controverso, não? 	 @CarlaZambelli38 Era só ele ter controlado algumas falas, que convenhamos, foram desnecessárias.   Um conservador que se preze, governa pelo exemplo. Vide Ronald Regan, Abraham Lincoln e Margareth Thacther.   Alguns comentários sobre a pandemia foram desnecessários. 	 0 	 0 	 1 	 0
207 	 O Governo Federal:  Fez o maior programa de transferência de renda da história; Pagou testes, recursos para UTI's e respiradores; Providenciou a vacina que já está em término da fase 1... Mas para a esquerda e a extrema imprensa, Bolsonaro é "genocida". Bem controverso, não? 	 @CarlaZambelli38 O Judiciário e o Congresso Nacional só estão Preocupados com o Dinheiro e Poder,Soltar e Proteger Corruptos,e manter suas Mordomias e Privilégios,Governadores e Prefeitos,os Ditadores d Pandemia,NãoTem Solução d Combater o CONVID19,a não ser Decretar LockDown e Toque de Recolher. 	 0 	 0 	 1 	 1
208 	 O Governo Federal:  Fez o maior programa de transferência de renda da história; Pagou testes, recursos para UTI's e respiradores; Providenciou a vacina que já está em término da fase 1... Mas para a esquerda e a extrema imprensa, Bolsonaro é "genocida". Bem controverso, não? 	 @CarlaZambelli38 Não sou de esquerda e acho a mesma coisa. Negaram a pandemia, zombaram da doença e agora vem com esse discursinho medíocre de esquerda? Vai a merda! Ainda querem votar PEC do foro privilegiado. Safados e sem vergonhas! 	 0 	 0 	 1 	 0
209 	 O Governo Federal:  Fez o maior programa de transferência de renda da história; Pagou testes, recursos para UTI's e respiradores; Providenciou a vacina que já está em término da fase 1... Mas para a esquerda e a extrema imprensa, Bolsonaro é "genocida". Bem controverso, não? 	 @CarlaZambelli38 É mentira que chama né? Acha que alguém acredita no que vc escreve? Cadê as vacinas que deveriam ter sido compradas no ano passado? Senão fosse o Doria esse plano de vacinação nem tinha começado. Vai te lascar. 	 0 	 0 	 1 	 1
210 	 O Governo Federal:  Fez o maior programa de transferência de renda da história; Pagou testes, recursos para UTI's e respiradores; Providenciou a vacina que já está em término da fase 1... Mas para a esquerda e a extrema imprensa, Bolsonaro é "genocida". Bem controverso, não? 	 @CarlaZambelli38 Acho q deveria prestar mais atenção ao q acontece no Brasil. A esquerda ou extrema imprensa n é a única a achar isso. Se dependesse apenas dele, isso n aconteceria. Saia da bolha e esqueça que faz parte do governo e observe com neutralidade, mesmo q por pouco tempo. Sds 	 0 	 0 	 0 	 1
211 	 Hoje a Câmara dos Deputados endossou que 90% dos crimes são inafiançáveis e revogou o art. 53 por completo. O legislativo se curvou ao judiciário. 	 @carlosjordy STF MANDA NESSE  BRASIL, LIRA TROCOU A LIBERDADE DA CÂMARA E DO BRASIL, PELA SUA LIBERDADE, E DOS SEUS, PARABÉNS ! Isso depois da REUNIÃO com o BOLSONARO, RIFOU ELE, O OSVALDO! BOLSONARO SÓ QUER O PODER SEJA QUEM ELE PRECISAR RIFAR, ACABOU PORRA  https://t.co/O22T7Wb3Vy 	 0 	 1 	 1 	 1
212 	 Hoje a Câmara dos Deputados endossou que 90% dos crimes são inafiançáveis e revogou o art. 53 por completo. O legislativo se curvou ao judiciário. 	 @carlosjordy Lamentavelmente sim, foi uma teatralização de cartas marcadas colocando a Câmara dos deputados de joelhos frente ao STF e a esquerda votou não defendendo a Casa mas sim contra o Deputado por ser de Direita e Militar que eles odeiam. 	 0 	 0 	 1 	 1
213 	 Hoje a Câmara dos Deputados endossou que 90% dos crimes são inafiançáveis e revogou o art. 53 por completo. O legislativo se curvou ao judiciário. 	 @carlosjordy Tem muita gente preocupada com AI-5 e esquecendo que já existe o AI-6, falar em democracia num pais que não há liberdade expressão, eu fico com os militares pelo menos é td previsto, situação vergonhosa a nível internacional. 	 0 	 0 	 1 	 0
214 	 Hoje a Câmara dos Deputados endossou que 90% dos crimes são inafiançáveis e revogou o art. 53 por completo. O legislativo se curvou ao judiciário. 	 @carlosjordy VERGONHOSO! Como já disse, concordando ou não com o que foi dito pelo Daniel Silveira, a lei o permitia dizer! Esse endosso que a Câmara deu ao desmando do STF não é uma punição a Daniel Silveira, é mostrar como a lei não tem valor e não se deve respeitar no Brasil! AGONIZAMOS! 	 0 	 1 	 1 	 1
215 	 Hoje a Câmara dos Deputados endossou que 90% dos crimes são inafiançáveis e revogou o art. 53 por completo. O legislativo se curvou ao judiciário. 	 @carlosjordy Pode jogar a nossa Constituição no lixo, pois a @camaradeputados acabam de transformar os 11 ministros do STF nos novos IMPERADORES do Brasil.  #CamaraDosDeputadosVergonhaNacional #CâmaraDosDeputadosRasgandoAConstituiçâo #DanielSilveiraFalouPeloPovo #STFVergonhaMundial 	 1 	 1 	 1 	 1
216 	 A OSTENTAÇÃO DA BURRICE  Com o país atravessando o pior momento da pandemia, um grupo de negacionistas apoiadores de Bolsonaro se reuniram hoje, na AV. Paulista, para afrontar quem usava máscara e cumpria com os protocolos de prevenção indicados pelas autoridades sanitárias. https://t.co/pDrQC5Ndbw 	 @DeputadoFederal O presidente @jairbolsonaro é o responsável pela sociedade não levar a sério o distanciamento social e o uso de máscara. A ignorância dele se torna um estilo de vida nocivo e copiado por muitos. #ForaBolsonaroGenocida #ImpeachmentOuMorte GENOCIDA FILHO DA P____. 	 1 	 1 	 1 	 0
217 	 A OSTENTAÇÃO DA BURRICE  Com o país atravessando o pior momento da pandemia, um grupo de negacionistas apoiadores de Bolsonaro se reuniram hoje, na AV. Paulista, para afrontar quem usava máscara e cumpria com os protocolos de prevenção indicados pelas autoridades sanitárias. https://t.co/pDrQC5Ndbw 	 @DeputadoFederal E ai Montanha? Pelo jeito nunca vai perder  o vício de postar fake news né? Isso não aconteceu por conta do uso  me máscara,  mas pelo uso DUAS MÁSCARAS. Uma palhaçada  que começou a rolar essa semana, por conta  de um "estudo" de um instituto esquerdistas  dos EUA. 	 0 	 1 	 0 	 1
218 	 A OSTENTAÇÃO DA BURRICE  Com o país atravessando o pior momento da pandemia, um grupo de negacionistas apoiadores de Bolsonaro se reuniram hoje, na AV. Paulista, para afrontar quem usava máscara e cumpria com os protocolos de prevenção indicados pelas autoridades sanitárias. https://t.co/pDrQC5Ndbw 	 @DeputadoFederal Eles estão brincando com coisa seria. Deviam colocar uma pulseira em cada com instruções de abrir mão da vaga em hospital em caso de necessidade. @jairbolsonaro  assim como Hugo Chaves tem muito medo de morrer. 	 0 	 0 	 1 	 0
219 	 A OSTENTAÇÃO DA BURRICE  Com o país atravessando o pior momento da pandemia, um grupo de negacionistas apoiadores de Bolsonaro se reuniram hoje, na AV. Paulista, para afrontar quem usava máscara e cumpria com os protocolos de prevenção indicados pelas autoridades sanitárias. https://t.co/pDrQC5Ndbw 	 @DeputadoFederal A conta vai chegar muito alta p essa gentalha desumanas sem noção de amor respeito ao próximo  amanhã n estarão mais na paulista mas se tiverem sorte dentro  de uma UTI ou esperando vaga por ela 	 0 	 0 	 0 	 0
220 	 A OSTENTAÇÃO DA BURRICE  Com o país atravessando o pior momento da pandemia, um grupo de negacionistas apoiadores de Bolsonaro se reuniram hoje, na AV. Paulista, para afrontar quem usava máscara e cumpria com os protocolos de prevenção indicados pelas autoridades sanitárias. https://t.co/pDrQC5Ndbw 	 @DeputadoFederal Cambada de ridículos igual seu presidente!! Qto vcs estão ganhando pra fazer isso, sim, pq tudo dele é comprado, corrupto!! Pena que vcs ainda não pegaram a COVID na língua e no olho, pq a mente é uma porcaria... ma  as a conta chega viu!! 	 0 	 1 	 0 	 1
221 	 Os preços dos combustíveis no governo Dilma eram muito menores e mesmo assim a presidenta foi alvo de protestos. Hoje, os preços estão nas alturas e não se vê a mesma indignação com Bolsonaro  Nunca foi pela gasolina. O objetivo era desgastar o governo e dar o golpe, como fizeram 	 @gleisi Eram artificialmente reduzidos acumulando dividas que p trabalhador tinha que pagar, eis a grande verdade, criaram um rombo um prejuízo com estas politicas. Nem contei sobre Passadinha, quebra do fundos Petros. 	 0 	 0 	 0 	 1
222 	 Os preços dos combustíveis no governo Dilma eram muito menores e mesmo assim a presidenta foi alvo de protestos. Hoje, os preços estão nas alturas e não se vê a mesma indignação com Bolsonaro  Nunca foi pela gasolina. O objetivo era desgastar o governo e dar o golpe, como fizeram 	 @gleisi São cartéis poderosíssimos contra o presidente. Vá numa bomba de combustível,  enche  o tanque e veja na nota fiscal o imposto diferenciado do Federal e estaduais? Quem aumenta ICM são os canalhas governadores e tu sabe bem disso?? Só que quer PT no poder e usa armas baixas né? 	 0 	 0 	 0 	 1
223 	 Os preços dos combustíveis no governo Dilma eram muito menores e mesmo assim a presidenta foi alvo de protestos. Hoje, os preços estão nas alturas e não se vê a mesma indignação com Bolsonaro  Nunca foi pela gasolina. O objetivo era desgastar o governo e dar o golpe, como fizeram 	 @gleisi No governo Dilma era uma política populista e kamikaze que quase levou a Petrobrás à crise. Explica que a porcentagem de imposto do combustível que vai para o governador federal já foi mexida sendo bem menor que a porcentagem do que os governos estaduais "roubam" da gente. 	 0 	 0 	 0 	 1
224 	 Os preços dos combustíveis no governo Dilma eram muito menores e mesmo assim a presidenta foi alvo de protestos. Hoje, os preços estão nas alturas e não se vê a mesma indignação com Bolsonaro  Nunca foi pela gasolina. O objetivo era desgastar o governo e dar o golpe, como fizeram 	 @gleisi Sim, a intenção era desgastar o Governo e fzr um impeachment. O detalhe é q fomos (fui junto) para as ruas sem ninguém mandar. E nada + democrático do q isso. A Dilma era um lixo e terminou o serviço do Lula de afundar o Brasil em inflação. Mas disso vcs gostam, ó a Venezuela ai 	 0 	 0 	 1 	 1
225 	 Os preços dos combustíveis no governo Dilma eram muito menores e mesmo assim a presidenta foi alvo de protestos. Hoje, os preços estão nas alturas e não se vê a mesma indignação com Bolsonaro  Nunca foi pela gasolina. O objetivo era desgastar o governo e dar o golpe, como fizeram 	 @gleisi @mdenser Quem vive de passado é museu! Mude agora, faça algo agora, pare de mimimi dona Gleisi a nossa esquerda só sabe reclamar e não fazem nada. A senhora tá aí para reclamar? Tô cansado de ouvi petista chorão. 	 0 	 0 	 1 	 1
226 	 As pessoas não sabem usar uma máscara direito cobrindo o nariz e boca e querem andar armadas. 	 @jandira_feghali As pessoas estão desempregadas, financiando carro em dezenas de prestações para tentar trabalhar de Uber, mas querem o direito de ter 6 armas quando não podem comprar nem uma. Mas criminoso vai se esbaldar. 	 0 	 0 	 1 	 0
227 	 As pessoas não sabem usar uma máscara direito cobrindo o nariz e boca e querem andar armadas. 	 @jandira_feghali Não precisa muito. É  só ver o preço de um revolver 38 taurus  esta R$ 3.910,00 ou uma pistola que pode vir com defeito e disparar sem vc tocar no gatilho por R$4.000,00 Ou uma importada Colt 10.200,00 reais. Quem tem grana pra isso? Eu não dou uma grana. 	 0 	 0 	 1 	 1
228 	 As pessoas não sabem usar uma máscara direito cobrindo o nariz e boca e querem andar armadas. 	 @jandira_feghali Tem pessoa q é socialista mas quer ser deputado em país capitalista....prega uma coisa, mas não vive o q prega...quer tudo pelo social e igualdade, mas tem mais de milhão no banco...ou seja, máscara e armas ainda q mau usadas são melhores q martelo e foice ... 	 0 	 0 	 0 	 0
229 	 As pessoas não sabem usar uma máscara direito cobrindo o nariz e boca e querem andar armadas. 	 @jandira_feghali Tá falando dos traficantes? Dos latrocínios, fofa? Dos assaltos, querida? Do crime organizado, amada? Dos grupos paramilitares, sonsa? Das milícias, comunista? Dos esquerdopata que não sabem 1 regra de 3, progressista do inferno... 	 0 	 0 	 0 	 0
230 	 As pessoas não sabem usar uma máscara direito cobrindo o nariz e boca e querem andar armadas. 	 @jandira_feghali Deixa de ser burra minha senhora, isso e o que esta na sua cabeça e vc passa para uma minoria imbecil que acredita, uma arma e para ficar guardada em casa, para a segurança da família, e usada em caso de necessidade. Fala merda não. 	 0 	 0 	 0 	 1
231 	 Papai Bolso deu um jeito. Foram muitos cafézinhos, almoços e favores (nem tão “inhos” assim), e bingo!!! A impunidade segue correndo frouxa. O STJ por 4 votos a 1 começa a livrar a cara de Flávio rachadinha Bolsonaro. A quebra de sigilo foi anulada. Esse é o Brasil de BolsoLula. 	 @joicehasselmann "Cafézinhos, almoços e favores..."? Está acusando o chefe do executivo de corrupção e improbidade administrativa? Deputada faça um favor para aqueles que você chama de gado, e publique as provas das acusações que está fazendo. Aguardamos. 	 0 	 0 	 1 	 1
232 	 Papai Bolso deu um jeito. Foram muitos cafézinhos, almoços e favores (nem tão “inhos” assim), e bingo!!! A impunidade segue correndo frouxa. O STJ por 4 votos a 1 começa a livrar a cara de Flávio rachadinha Bolsonaro. A quebra de sigilo foi anulada. Esse é o Brasil de BolsoLula. 	 @joicehasselmann Peppa, queria q o Flávio se prejudicasse? Vc não ta acompanhando as tramoia q o pessoal do MPF fizeram com a LJ? A verdade começa aparecer. C/ esse MPE-RJ tomado por esquerdistas, tu acha q eles teriam exito c/ provas forjadas? Claro q não. Ta provado, os Bolsonaros são honestos! https://t.co/dVAfXshxRh 	 0 	 1 	 1 	 1
233 	 Papai Bolso deu um jeito. Foram muitos cafézinhos, almoços e favores (nem tão “inhos” assim), e bingo!!! A impunidade segue correndo frouxa. O STJ por 4 votos a 1 começa a livrar a cara de Flávio rachadinha Bolsonaro. A quebra de sigilo foi anulada. Esse é o Brasil de BolsoLula. 	 @joicehasselmann Não tá na hora de chamar esses ministros para se esclarecer ? Ou só são criticados pelo Planalto, bolsonaristas e asseclas quando dão uma sentença contra a família Bolsonaro e seus asseclas, como os ministros, funcionário de 1º escalão ou os lambe botas? 	 0 	 0 	 1 	 1
234 	 Papai Bolso deu um jeito. Foram muitos cafézinhos, almoços e favores (nem tão “inhos” assim), e bingo!!! A impunidade segue correndo frouxa. O STJ por 4 votos a 1 começa a livrar a cara de Flávio rachadinha Bolsonaro. A quebra de sigilo foi anulada. Esse é o Brasil de BolsoLula. 	 @joicehasselmann E pq vc não denuncia, com provas , os favores nem tão “inhos” assim ? Está insinuando que o @Oficial_STJD é corrompido ? Outra coisa ... @jairbolsonaro não é seu papai, 🐷. E vc morre de inveja pq nunca será um “Bolsonaro de saias”. #BolsonaroTemRazao 	 1 	 0 	 1 	 1
235 	 Papai Bolso deu um jeito. Foram muitos cafézinhos, almoços e favores (nem tão “inhos” assim), e bingo!!! A impunidade segue correndo frouxa. O STJ por 4 votos a 1 começa a livrar a cara de Flávio rachadinha Bolsonaro. A quebra de sigilo foi anulada. Esse é o Brasil de BolsoLula. 	 @joicehasselmann Se não encontraram irregularidades como vão acusá-lo? Joice diz que rolou cafezinho será que isso não seria crime contra a idoneidade do STJ? Vai ruim heim Joice? Deputado não tem mais imunidade parlamentar para criticar a Justiça.. 	 0 	 0 	 1 	 1
236 	 Enquanto obstruo a PEC da Impunidade, Lira, enquanto isso, retirou minha relatoria do licenciamento ambiental, na qual trabalho há 2 anos. Não tem problema. Não vou mudar meu voto por uma relatoria. Podem barrar todos os meus projetos. SIGO OBSTRUINDO ATÉ O FINAL. 	 @KimKataguiri Que vergonha de ser bolsonarista! Depois disso Bolsonaro e PSL nunca mais, lembrando que a relatoria é do PSDB!! Não queremos impunidade!! Que caiam 1 por 1 quem votou nessa porcaria!! Vamos deixa-los famosos! 	 0 	 0 	 0 	 1
237 	 Enquanto obstruo a PEC da Impunidade, Lira, enquanto isso, retirou minha relatoria do licenciamento ambiental, na qual trabalho há 2 anos. Não tem problema. Não vou mudar meu voto por uma relatoria. Podem barrar todos os meus projetos. SIGO OBSTRUINDO ATÉ O FINAL. 	 @KimKataguiri #EmPauta  #cnnBrasil  A PEC da impunidade, por analogia, irá ser capa para transgressões nas Assembléias legislativas e nas Câmaras Municipais ? Pensem: dezenas de vereadores dos mais de 5 mil municípios falando o que der na telha ! #PecDaImpunidadeNao #Pec186NAO 	 1 	 0 	 1 	 1
238 	 Enquanto obstruo a PEC da Impunidade, Lira, enquanto isso, retirou minha relatoria do licenciamento ambiental, na qual trabalho há 2 anos. Não tem problema. Não vou mudar meu voto por uma relatoria. Podem barrar todos os meus projetos. SIGO OBSTRUINDO ATÉ O FINAL. 	 @KimKataguiri Foda..Se vc n segue as regras deles, eles começam a te atrapalhar. Não importa se o projeto é bom pra população importa se o cara que esta fazendo o projeto esta ou não na panela. Quem se fode é a população nesse jogo. Esses palhaços acabam que se atrapalham mais do que trabalham 	 0 	 0 	 0 	 0
239 	 Enquanto obstruo a PEC da Impunidade, Lira, enquanto isso, retirou minha relatoria do licenciamento ambiental, na qual trabalho há 2 anos. Não tem problema. Não vou mudar meu voto por uma relatoria. Podem barrar todos os meus projetos. SIGO OBSTRUINDO ATÉ O FINAL. 	 @KimKataguiri Força, Kim. Nós sabemos do seu árduo trabalho em prol do povo brasileiro. Sabemos que, em 2 anos, você já fez mais pelo Brasil que Lira e Eduardo juntos. Contamos com você para frear os abusos dos bandidos da República. 	 0 	 0 	 0 	 1
240 	 Enquanto obstruo a PEC da Impunidade, Lira, enquanto isso, retirou minha relatoria do licenciamento ambiental, na qual trabalho há 2 anos. Não tem problema. Não vou mudar meu voto por uma relatoria. Podem barrar todos os meus projetos. SIGO OBSTRUINDO ATÉ O FINAL. 	 @KimKataguiri Avante @KimKataguiri dá pra imaginar o ambiente irrespirável que enfrentam aí. Deus abençoe! Depois dos corruptos unidos ousarem tão descaradamente, ficará mais fácil pra população entender bem quais são os que devem ser banidos da vida pública. Vamos com fé! #PecDaImunidadeNao 	 1 	 0 	 0 	 0
241 	 Hoje, em nenhum lugar do mundo houve mais vítimas fatais do coronavírus que no Brasil. Com 1.910 mortes (dados do ministério da saúde) chegamos ao pior momento desde o início da pandemia. O pior de tudo é que a tendência é piorar. Não tenho nem o que dizer... 	 @KimKataguiri Eu sim, vc fez campanha para esse psicopata sabendo do passado dele, agora não adianta tirar da reta. Acredito no seu pesar com as vítimas mas agora é tarde, se mexe como fez com a Dilma para tirá-la da presidência. Faz algo de útil agora 	 0 	 0 	 1 	 0
242 	 Hoje, em nenhum lugar do mundo houve mais vítimas fatais do coronavírus que no Brasil. Com 1.910 mortes (dados do ministério da saúde) chegamos ao pior momento desde o início da pandemia. O pior de tudo é que a tendência é piorar. Não tenho nem o que dizer... 	 @KimKataguiri @minsaude qdo vão voltar as coletivas p falar à população c clareza e informações corretas? qdo vão fazer campanha nacional (em TV, horário nobre) p uso obrigatório de máscara? qdo vão fazer campanha pelo distanciamento social? o q estão fazendo p diminuir o núm. de casos/óbitos? 	 0 	 0 	 0 	 0
243 	 Hoje, em nenhum lugar do mundo houve mais vítimas fatais do coronavírus que no Brasil. Com 1.910 mortes (dados do ministério da saúde) chegamos ao pior momento desde o início da pandemia. O pior de tudo é que a tendência é piorar. Não tenho nem o que dizer... 	 @KimKataguiri Realmente a gente não tem nem o que dizer porque nenhum ser humano mortal tem poder sobre a morte você acreditando ou não o único que tem poder sobre a morte é Deus  eu posso pedir pra você morrer mas você não vai morrer porque eu não tenho poder sobre a morte 	 0 	 0 	 1 	 1
244 	 Hoje, em nenhum lugar do mundo houve mais vítimas fatais do coronavírus que no Brasil. Com 1.910 mortes (dados do ministério da saúde) chegamos ao pior momento desde o início da pandemia. O pior de tudo é que a tendência é piorar. Não tenho nem o que dizer... 	 @KimKataguiri Tem sim mano, traga uma CPI, se reuna com lideranças, nós precisamos de vacinas Kim, estamos caminhando para a destruição do país, não é possível que com tantos representantes eleitos pelo e para o povo ninguém faz nada de concreto mano, 😢 	 0 	 0 	 1 	 0
245 	 Hoje, em nenhum lugar do mundo houve mais vítimas fatais do coronavírus que no Brasil. Com 1.910 mortes (dados do ministério da saúde) chegamos ao pior momento desde o início da pandemia. O pior de tudo é que a tendência é piorar. Não tenho nem o que dizer... 	 @KimKataguiri Incentive prefeitos e governadores a comprar vacinas o mais rápido possível! Não dá para esperar Julho, fim do ano. Eu vivo no Sul, no Paraná, estamos muito assustados! Se vírus continuar circulando e mudando, nem as vacinas vão impedir as mortes. 	 0 	 0 	 0 	 1
246 	 URGENTE! Vou apresentar projetos  p/ anular os 4 novos decretos de Bolsonaro que ampliam o acesso de civis a armas e munições e afrouxam a fiscalização. Também estou incluindo essas medidas na ADI que já protocolei no STF. O presidente não pode legislar sobre armas via decreto. 	 @MarceloFreixo Que medo hein... se a população de bem se armar,como vocês da esquerda poderiam impor as ideologias que tanto veneram né? Como Cuba,Venezuela,por exemplo,sem contar que atrapalha o "trabalho" das "vitimas da sociedade",q são mimados por vcs da esquerda. Vc e um Canalha! 	 0 	 0 	 0 	 1
247 	 URGENTE! Vou apresentar projetos  p/ anular os 4 novos decretos de Bolsonaro que ampliam o acesso de civis a armas e munições e afrouxam a fiscalização. Também estou incluindo essas medidas na ADI que já protocolei no STF. O presidente não pode legislar sobre armas via decreto. 	 @MarceloFreixo Isso só mostra o quanto vc atrapalha o país. Isso é pauta de campanha, e a maioria elegeu. Sem dizer que o Referendo do Desarmamento foi atropelado pela esquerda. Democracia é isto, a maioria decide. 	 0 	 0 	 0 	 1
248 	 URGENTE! Vou apresentar projetos  p/ anular os 4 novos decretos de Bolsonaro que ampliam o acesso de civis a armas e munições e afrouxam a fiscalização. Também estou incluindo essas medidas na ADI que já protocolei no STF. O presidente não pode legislar sobre armas via decreto. 	 @MarceloFreixo Vc está certíssimo nobre deputado, armas nas mãos de pessoas do bem, assombram pessoas do seu partido e brasileiros como vc. Por isso respeito sua indagação e contrariedade aos decretos do PR pelas armas. Pq vc não se preocupa em indagar sobre os aumentos abusivos q estamos tendo 	 0 	 0 	 0 	 1
249 	 URGENTE! Vou apresentar projetos  p/ anular os 4 novos decretos de Bolsonaro que ampliam o acesso de civis a armas e munições e afrouxam a fiscalização. Também estou incluindo essas medidas na ADI que já protocolei no STF. O presidente não pode legislar sobre armas via decreto. 	 @MarceloFreixo Toma vergonha na cara tem coisa mais importante pra você se preocupar e para de show ! Tem arma que quiser quem não quiser que não tenha ! E melhor arma registrada do que arma ilegal pois oque mais tem nesse país ! Então vive a realidade e não no  mundo de fumaça que você vive 	 0 	 0 	 0 	 0
250 	 URGENTE! Vou apresentar projetos  p/ anular os 4 novos decretos de Bolsonaro que ampliam o acesso de civis a armas e munições e afrouxam a fiscalização. Também estou incluindo essas medidas na ADI que já protocolei no STF. O presidente não pode legislar sobre armas via decreto. 	 @MarceloFreixo Muito bem. Bolsonaro precisa ser contido. Pra quê ele quer armar "pessoas de bem"? E por que acabou com o rastreamento? Por que afrouxar a fiscalização? Pra jogar o povo armado contra seus adversários políticos, possíveis ditadores? 	 0 	 0 	 0 	 1
251 	 Espera-se do Supremo Tribunal Federal e de seus Ministros nada menos que ponderação, equilíbrio e respeito à Constituição. https://t.co/215om3IhS9 	 @marcelvanhattem Ahhh deputado, por favor... esses semhores arrebentaram a corda ha muito tempo, antes mesmo do Allan, na instauração do inquérito do fim do mundo. Menos lisura e resalvas e  mais posicões firmes. 	 0 	 0 	 0 	 0
252 	 Espera-se do Supremo Tribunal Federal e de seus Ministros nada menos que ponderação, equilíbrio e respeito à Constituição. https://t.co/215om3IhS9 	 @marcelvanhattem Más Marcel, quem Vai punir esses excessos? A camara foi loteada pelo centrão...ta querendo parecer bem na foto Ai né? Más nos todos sabemos que só o impeachman dessa desgraça na presidencia para termos paz....me poupe Vai desse discurso Flo Flo... 	 0 	 0 	 0 	 0
253 	 Espera-se do Supremo Tribunal Federal e de seus Ministros nada menos que ponderação, equilíbrio e respeito à Constituição. https://t.co/215om3IhS9 	 @marcelvanhattem Vamos falar a verdade. No STF só o Alexandre falou e os demais disseram amém, ninguém julgou o lado técnico deste "Flagrante" e o direito constitucional do parlamentar poder PARLAR. Foi a pior sessão jurídica que assisti em minha vida que foram muitas. Rasgaram a constituição. 	 0 	 1 	 1 	 1
254 	 Espera-se do Supremo Tribunal Federal e de seus Ministros nada menos que ponderação, equilíbrio e respeito à Constituição. https://t.co/215om3IhS9 	 @marcelvanhattem Classe política desmoralizada com a pior constituição do STF q existiu até hoje! Chacoalhem o STF, deputados e senadores! É uma vergonha explicar q a corte abre inquérito ilegalmente,  investiga, processa e condena; TUDO AO ARREPIO DAS LEIS! 	 0 	 1 	 0 	 1
255 	 Espera-se do Supremo Tribunal Federal e de seus Ministros nada menos que ponderação, equilíbrio e respeito à Constituição. https://t.co/215om3IhS9 	 @marcelvanhattem Com a devida vênia, Caro Marcel, esperar tudo isso dos sinistros mequetrefes togados do stf é esperar/querer demais - esses caras, de há muito, rasgaram a CF e a estão usando como papel higiênico... 	 0 	 0 	 1 	 0
256 	 Apresentei emenda à PEC da im(p)unidade para incluir possibilidade de prisão em flagrante de parlamentar quando pego em crime contra a admininstração pública, incluindo peculato, concussão e corrupção. Agora, precisamos de 171 assinaturas! 	 @marcelvanhattem Vc deveria tá colado com lira agora para aprovar essa insanidade já qe vc foi tão contra a prisão de um vagabundo outro dia só pq era um deputado, na verdade isso vai te benefício tbem já qe vc é um deputado. 	 0 	 0 	 0 	 1
257 	 Apresentei emenda à PEC da im(p)unidade para incluir possibilidade de prisão em flagrante de parlamentar quando pego em crime contra a admininstração pública, incluindo peculato, concussão e corrupção. Agora, precisamos de 171 assinaturas! 	 @marcelvanhattem Não gostei dessa ideia, pq o fator humano é complicado, quem decidiria quem vai preso ou não? 🤔  Que seja levado para o conselho de ética avaliar a gravidade e decidir a punição, se for mesmo crime, cassar o cargo e levar para a vara criminal julgar e depois sim prender! 	 0 	 0 	 1 	 0
258 	 Apresentei emenda à PEC da im(p)unidade para incluir possibilidade de prisão em flagrante de parlamentar quando pego em crime contra a admininstração pública, incluindo peculato, concussão e corrupção. Agora, precisamos de 171 assinaturas! 	 @marcelvanhattem Coloque também a prisão em segunda instância, dando direito a perda de mandato junto com a prisão ,sabe como funciona no Brasil, ninguém sabe como o elefante está em cima da árvore, mas que ele está lá tá 	 0 	 0 	 0 	 1
